"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"5389","DONTAE RAYFOCH",2007-02-15,"NYT",11,19,1991,11,18,1991,1,9111043,1,"INDIANS PLAN OWN PARADE BEFORE MACY'S",0,"NATIVE AMERICANS","ANNOUNCED THEIR OWN PARADE","NEW YORK","NEGATIVE DEPICTIONS BY MACYS","CREATE AUTHENTIC REPRESENTATIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",7,1,"NY","","","",1,"NEW YORK","",NA,"",NA,NA,NA,1,435,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"PARADE FOR AMERICA'S INDIGENOUS PEOPLES","","","",1711,1,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5390","DONTAE RAYFOCH",2007-02-23,"NYT",11,20,1991,11,19,1991,1,9111044,1,"TRANSPORTATION WORKERS PUTTING PRESSURE ON THE TRANSIT AUTHORITY",0,"TRANSPORTATION WORKERS","PROTEST OUTSIDE HEADQUARTERS","NEW YORK","TRANSIT AUTHORITY","CONTRACT","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",1,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,3,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"TRANSPORTATION WORKERS UNION LOCAL 100","","","",1400,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,28,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504
"5391","DONTAE RAYFOCH",2007-02-13,"NYT",11,22,1991,11,21,1991,1,9111047,1,"SUBWAY RIDERS BALK AT PLANNED",0,"PROTESTERS","HELD SIGNS","METROPOLITAN TRANSPORTATION AUTHORITY HEARING","METROPOLITAN TRANSPORTATION AUTHORITY","OPPOSE SUBWAY FARE INCREASE","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",19,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1800,1800,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"ALL PEOPLES CONGRESS","","","",1338,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"5392","DONTAE RAYFOCH",2007-02-23,"NYT",11,26,1991,11,15,1991,1,9111053,1,"PAY ATTENTION WHEN I AM PROTESTING",0,"CHECHEN-INGUSH SOCIETY OF AMERICA","MARHCED","UN HEADQUARTERS","FOREIGN GOVERNMENT/UN ACTIONS","BETTER CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",17,"A",1,1,"NY","","","",1,"NEW YORK","",1,"UNITED NATIONS",0,NA,4,1,460,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"CHECHEN-INGUSH SOCIETY OF AMERICA","","","",700,1,1006,1,NA,NA,NA,NA,2,NA,NA,NA,22,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"5393","DONTAE RAYFOCH",2007-02-23,"NYT",11,26,1991,NA,NA,1976,1,9111054,1,"SEX DISCRIMINATION COMPLAINTS AGAINST THE POLICE ARE UPHELD",1,"124 FEMALE OFFICERS","FILED LAWSUIT","NEW YORK","NEW YORK POLICE DEPARTMENT","SEXUAL DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",15,1,"NY","","","",1,"NEW YORK","",NA,"",1,124,NA,1,100,500,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NEW YORK HUMAN RIGHTS COMMISSION","","","",610,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-7610046",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5394","DONTAE RAYFOCH",2007-02-23,"NYT",11,28,1991,11,27,1991,1,9111055,1,"INDIAN MARCH MARKS BITTERSWEET HOLIDAY",0,"HUNDRED OF AMERICAN INDIANS","MARCHED, PARADED","NEW YORK","NEW YORK STATE","THANKSGIVING/OPPOSITION TO JAMES BAY PROJECT","COLLECTIVE, CLAIMS MADE, PUBLIC",9,"B",5,1,"NY","","","",1,"NEW YORK","",1,"CENTRAL PARK WEST",0,NA,4,2,435,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1713,2,1100,1,NA,NA,NA,NA,2,6,NA,NA,22,28,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2102
"5395","DONTAE RAYFOCH",2007-02-23,"NYT",11,30,1991,11,29,1991,1,9111057,1,"AIDS PROTESTERS-AS-SANTAS AT MACY'S",0,"22 AIDS ADVOCATES","SANG CAROLS, CHAINED THEMSELVES","MACY'S (NEW YORK)","MACY'S","FIRING SANTA THAT TESTED POSITIVE FOR AIDS","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"1",7,1,"NY","","","",1,"NEW YORK","",1,"MACY'S",1,22,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"ACT UP","","","",1606,1,1600,1,NA,NA,NA,NA,5,NA,NA,NA,42,45,57,NA,0,NA,0,1,1,1,0,0,19,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"5396","MADISON BELL",2006-10-23,"NYT",1,2,1991,12,1,1991,1,9112007,1,"MEMORIAL TO THOSE LOST TO AIDS",0,"PEOPLE","REMEMBERED THOSE LOST TO AIDS","NYC","THOSE LOST TO AIDS","TO CALL ATTENTION TO AIDS","COLLECTIVE, CLAIMS MADE, PUBLIC",4,"B",6,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,3,NA,1800,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"","","","",1600,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,33,45,9,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"5397","MADISON BELL",2006-11-05,"NYT",12,8,1991,NA,NA,1988,NA,9112021,NA,"IN SOME CITIES WOMEN STILL BATTLE BARRIERS TO MEMBERSHIP IN ALL MALE CLUBS",1,"US SUPREME COURT","UPHELD A LAW PROHIBITING DISCIMINATION AGAIN WOMEN","NY","ALL-MALE CLUBS","ENDING SEX DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",38,"1",28,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,"","","","",610,1,NA,NA,NA,1,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5398","MADISON BELL",2006-11-20,"NYT",12,9,1991,12,8,1991,1,9112025,1,"RESIDENTS IN QUEENS CONTINUE TO PROTEST THE CLOSING OF FIREHOUSE",0,"RESIDENTS","GATHERED","NEW YORK","THE CITY","PROTEST THE CLOSING OF A LOCAL FIRE HOUSE","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",1,1,"NY","","","",1,"NEW YORK","",NA,"RICHMOND HILL, QUEENS",0,NA,3,1,1500,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1400,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,9,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209
"5399","MADISON BELL",2006-11-10,"NYT",12,10,1991,12,9,1991,1,9112028,1,"DINKINS TO DEFER PLANS TO SCATTER HOMELESS SHELTERS ACROSS THE CITY",0,"HECKLERS","HECKLED","NY","THE MAYOR","TO EXPRESS ANGER AT RECENT HOMELESS CENTER PROPOSALS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"A",19,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1311,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,59,20,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409
"5400","MADISON BELL",2006-11-13,"NYT",12,11,1991,1,NA,1990,NA,9112030,1,"ASSAULT AT A KOREAN FRUIT STORE WAS BIAS RELATED POLICE SAY",1,"BLACK INDIVIDUALS","LED A YEAR LONG BOYCOTT","NYC","A KOREAN AMERICAN GROCERY STORE","TO AVENGE A BLACK WOMANS CLAIM SHE WAS ASSAULTED","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",7,1,"NY","","","",1,"NEW YORK","",1,"CHURCH AVE",0,NA,4,1,401,NA,NA,NA,NA,NA,1,2,2,7,410,NA,NA,NA,"","","","",1520,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-9102001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5401","MADISON BELL",2006-11-20,"NYT",12,11,1991,12,11,1991,1,9112031,1,"ASSAULT AT A KOREAN FRUIT STORE WAS BIAS RELATED POLICE SAY",0,"7-10 MASKED BLACK MEN","BROKE INTO THE STORE, BROKE THINGS AND ASSAULTED WORKERS","NYC","THE KOREAN OWNERS","TO ATTACK THE STORE","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",7,1,"NY","","","",1,"NEW YORK","",1,"479 NOSTRAND AVE",0,NA,1,NA,401,NA,NA,NA,NA,NA,1,2,2,7,410,NA,NA,NA,"","","","",1907,2,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,56,62,NA,1,2,0,0,NA,0,0,NA,NA,NA,1,NA,1,0,"",NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5402","MADISON BELL",2006-11-20,"NYT",12,13,1991,12,12,1991,1,9112039,1,"LEGAL AID LAWYERS STOP WORK TO PROTEST JUDGES TREATMENT OF ONE OF THEIR OWN",0,"100+ LEGAL AID SOCIETY LAWYERS","DEMONSTRATED","OUTSIDE THE CRIMINAL COURTS","A JUDGE","TO SHOW THAT THE JUDGES CONDUCT WAS UNCALLED FOR","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",11,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",0,NA,4,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"LEGAL AID SOCIETY","","","",1400,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204
"5403","MADISON BELL",2006-11-22,"NYT",12,15,1991,7,10,1991,1,9112043,1,"NEW YORK BACKS COLUMBUS CENTER PLAN IN COURT",1,"LAWYERS FOR THE COALITION AGAINST COLUMBUS CENTER AND THE COMMITTEE FOR ENVIRONM","GOT A RULING OF A LAWSUIT","NCY","NYC TRANSIT PLAN","FORCE NYC TO CONFORM TO FEDERAL AIAR QUALITY STANDARDS","COLLECTIVE, CLAIMS MADE, PUBLIC",62,"1",12,1,"NY","","","",1,"NEW YORK","",1,"COLUMBUS CENTER",0,NA,2,2,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,"COALITION AGAINST COUMBUS CENTER","COMMITTEE FOR ENVIRONMENTALLY SOUND DEVELOPMENT","","",1108,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705
"5404","MADISON BELL",2006-11-22,"NYT",12,16,1991,12,15,1991,1,9112045,1,"BOARD DENIES BLACK MUSLIM GROUP USE OF SCHOOL",0,"LOST-FOUND NATION OF ISLAM MEMBERS","RALLIED","NYC","NYC SCHOOL BOARD","PROTEST THE FACT THAT THE SCHOOL BOARD REVOKED THEIR RIGHT TO USE A CLASS ROOM B","COLLECTIVE, CLAIMS MADE, PUBLIC",2,"B",9,1,"NY","","","",1,"NEW YORK","",NA,"",1,75,NA,1,1100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"LOST-FOUND NATION OF ISLAM","","","",1340,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"5405","MADISON BELL",2007-04-10,"NYT",12,18,1991,12,17,1991,1,9112049,1,"PANEL WEIGHS REQUIREMENT FOR FREE ANTI-SMOKING ADS",0,"NEW YORK CITY COUNCIL","OPENED A HEARING","NY","BIG TOBBACO","TO CURB TOBBACO ADVERTISEMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"B",12,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1500,1800,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"NEW YORK CITY COUNCIL","","","",1330,1,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,9,40,NA,NA,0,NA,1,1,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525
"5406","MADISON BELL",2006-12-03,"NYT",12,20,1991,12,19,1991,1,9112056,1,"IDLE, ANGRY HARD HATS TELL OFF CITY HALL",0,"CONSTRUCTION WORKERS","MARCHED AND RALLIED","NYC","LOCAL GUT","TO PROTEST THEIR UNEMPLOYMENT AND THE CITY'S FAILURE TO GIVE OUT 6 MILLION IN CO","COLLECTIVE, CLAIMS MADE, PUBLIC",2,"B",14,1,"NY","","","",1,"NEW YORK","",NA,"",1,50000,NA,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1400,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,22,28,27,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"5407","MADISON BELL",2006-12-03,"NYT",12,22,1991,12,21,1991,1,9112058,1,"EMPLOYEE WALKOUT SHUTS DOWN GALLAGHERS",0,"EMPLOYEES","WALKED OUT OF DINNER","NYC","MANAGEMENT","SECURE NEW CONTRACTS","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"L",5,1,"NY","","","",1,"NEW YORK","",NA,"",1,75,NA,1,100,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1400,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504
"5408","MADISON BELL",2007-04-10,"NYT",12,27,1991,12,NA,1991,1,9112065,1,"HIBERNIANS BAR GAY IRISH FROM PARADE",0,"ANCIENT ORDER OF HIBERNIANS","DENIED GAY GROUPS FROM MARCHING IN ST. PATTIES PARADE","NYC","GAY GROUPS","TO SHORTEN THE PARADE","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"B",21,1,"NY","","","",1,"NEW YORK","",1,"MANHATTEN",0,NA,2,1,451,NA,NA,NA,NA,NA,1,1,7,NA,451,NA,0,NA,"","","","",1600,2,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"5409","MADISON BELL",2007-04-10,"NYT",12,27,1991,3,NA,1991,1,9112066,1,"HIBERNIANS BAR GAY IRISH FROM PARADES",1,"ANCIENT ORDER OF HIBERANS","RESINDED THE INVITATIONS OF GAY/DISABLED CHILDRENS GROUPS","NEW YORK","GAY AND DISABLED GROUPS","TO SHORTEN THE PARADE","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"B",21,1,"NY","","","",1,"NEW YORK","",1,"MANHATTAN",0,NA,2,1,451,NA,NA,NA,NA,NA,1,1,7,NA,451,NA,0,NA,"","","","",1600,2,2100,2,NA,NA,NA,NA,98,NA,NA,NA,98,NA,NA,NA,0,NA,1,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-9103018",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"5410","BELINDA SICHULA",2002-06-24,"NYT",1,1,1992,12,31,1991,1,9201001,1,"CUOMO, DINKINS AND LAWMAKERS SO SEEK TO HOLD FARE FOR YEAR",0,"RESIDENTS","DEMONSTRATION AT TRANSIT AUTHORITY MEETING","NYC, NY","GOVERNMENT","PROTEST RAISE IN SUBWAY FARES","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",28,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1305,2,1338,2,NA,NA,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"5411","BELINDA SICHULA",2002-06-25,"NYT",1,4,1992,1,2,1992,1,9201005,1,"POLITICIANS ASSAIL HERTZ FOR NEW YORK SURCHARGE",0,"PROTESTERS","PICKET","MIDTOWN, NYC, NY 128 WEST 55TH ST.","HERTZ RENTAL CAR COMPANY","PROTEST HERTZ ADDING SURCHARGE TO RESIDENTS OF NYC","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"1",16,1,"NY","","","",1,"NEW YORK","",NA,"",1,40,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,28,20,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525
"5412","BELINDA SICHULA",2002-06-25,"NYT",1,5,1992,1,4,1992,1,9201008,1,"ORGANIZER OF FATAL RAP EVENT IS HIP-HOP MAESTRO",0,"MOURNERS","PLACED FLOWERS AND CANDLES IN FRONT OF GYMNASIUM WHERE FANS WERE TRAMPLED TO DEA","JEREMIAH T. MAHONEY HALL AT CITY COLLEGE, HARLEM","","MOURN THE DEATH OF PEOPLE WHO WERE TRAMPLED TO DEATH","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"1",20,1,"NY","","","",1,"NEW YORK","",1,"CITY COLLEGE, HARLEM",1,120,NA,1,1800,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,32,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211
"5413","BELINDA SICHULA",2002-06-25,"NYT",1,5,1992,1,1,1991,1,9201010,1,"NASSAU REAL ESTATE OFFICE PLAGUED BY BIAS ATTACKS",1,"RACISTS","SHOTGUN FIRE AT REAL ESTATE OFFICE","ERA ALL POWER REALTY GROUP, NYC, NY","REAL ESATE AGENTS","PROTESTING AGENTS SELLING HOMES TO BLACKS","ETHNIC / RACIAL VIOLENCE",26,"1",21,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",2500,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,62,NA,NA,1,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5414","BELINDA SICHULA",2002-06-25,"NYT",1,5,1992,7,NA,1991,NA,9201011,1,"NASSAU REAL ESTATE OFFICE PLAGUED BY BIAS ATTACKS",1,"RACISTS","THREATENING PHONE CALLS","ERA ALL POWER REALTY CORP, NYC, NY","REAL ESTATE AGENTS","PROTESTING AGENTS WHO SELL HOME TO MINORITIES","ETHNIC / RACIAL VIOLENCE",26,"1",21,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",2500,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,56,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5415","BELINDA SICHULA",2002-06-25,"NYT",1,5,1992,12,30,1991,1,9201012,1,"NASSAU REAL ESTATE OFFICE PLAGUED BY BIAS ATTACKS",1,"RACISTS","ROCKS AND BRICKS THROWN AT REAL ESTATE OFFICE","ERA ALL POWER REALTY GROUP, SOUTH HEMPSTEAD, LI, NY","REAL ESTATE AGENTS","TO PROTEST AGENTS SELLING HOMES IN NEIGHBORHOOD TO MINORITIES","ETHNIC / RACIAL VIOLENCE",26,"1",21,1,"NY","","","",1,"NEW YORK","",1,"SOUTH HEMPSTEAD, LONG ISLAND",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",2500,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,62,NA,NA,1,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5416","BELINDA SICHULA",2002-06-25,"NYT",1,5,1992,NA,NA,1991,1,9201013,1,"NASSAU REAL-ESTATE OFFICE PLAGUED BY BIAS ATTACKS",1,"RACISTS","PHYSICAL ATTACK AGAINST A BLACK YOUTH","ATLANTIC BEACH NYC,NY","BLACK YOUTH","RACISM","ETHNIC / RACIAL VIOLENCE",26,"1",21,1,"NY","","","",1,"NEW YORK","",1,"ATLANTIC BEACH",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,0,NA,"","","","",2504,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,NA,NA,NA,1,4,0,1,0,0,0,NA,NA,NA,0,NA,1,0,"",NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5417","BELINDA SICHULA",2002-06-25,"NYT",1,8,1992,1,7,1992,1,9201019,1,"HOMELESS PEOPLE PROTEST AT CITY HALL HEARINGS ON SHELTERS",0,"HOMELESS PEOPLE","DEMONSTRATION, WORE SKELETON MASKS","CITY HALL, NYC, NY","GOVERNMENT","PROTEST ABSENCE OF A HOMELESS PERSON ON MAYORS COMMISSION ON THE HOMELESS","COLLECTIVE, CLAIMS MADE, PUBLIC",6,"B",1,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1300,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1311,3,NA,NA,NA,NA,NA,NA,1,10,NA,NA,20,33,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409
"5418","BELINDA SICHULA",2002-06-25,"NYT",1,9,1992,1,8,1992,1,9201020,2,"VICTIM OF BIAS ATTACK, 14, WRESTLES WITH HIS ANGER",0,"BLACK TEENS","BEAT INDIAN GIRL","WILLIAMSBRIDGE ROAD, NYC, NY","INDIAN GIRL","RACISM","ETHNIC / RACIAL VIOLENCE",1,"A",38,1,"NY","","","",1,"NEW YORK","",NA,"",1,12,NA,1,401,700,NA,NA,NA,NA,1,1,7,NA,416,NA,0,NA,"","","","",2500,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,NA,NA,NA,1,2,0,1,1,0,0,0,1,NA,0,NA,1,0,"",NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"5419","BELINDA SICHULA",2002-06-25,"NYT",1,9,1992,1,8,1992,1,9201021,2,"VICTIM OF BIAS ATTACK, 14, WRESTLES WITH HIS ANGER",0,"BLACK TEENS","ASSAULT","IMMACULATE CONCEPTION CHURCH AND SCHOOL, NYC, NY","HISPANIS BOYS","RACISM","ETHNIC / RACIAL VIOLENCE",1,"A",58,1,"NY","","","",1,"NEW YORK","",NA,"",1,20,NA,1,401,700,NA,NA,NA,NA,1,1,7,NA,402,NA,0,NA,"","","","",2505,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,NA,NA,NA,1,2,0,1,1,0,0,0,1,NA,0,NA,1,0,"",NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
